art-of-war-yellow	Art of War	2	1			Instant		Generic		Choose 2; - Attack action cards you control gain +1{p} and +1{d} this turn. - The next attack action card you play this turn gains **go again**. - Until end of turn, you may defend with attack action cards from arsenal. - You may banish an attack action card from your hand. If you do, draw 2 cards.
astral-assault-red	Astral Assault	1	2	5	2	Action	Attack	NotClassed	Lightning	When this attacks, you may destroy a Lightning Flow you control. If you do, this gets +2{p}.
astral-assault-yellow	Astral Assault	2	2	4	2	Action	Attack	NotClassed	Lightning	When this attacks, you may destroy a Lightning Flow you control. If you do, this gets +2{p}.
astral-assault-blue	Astral Assault	3	2	3	2	Action	Attack	NotClassed	Lightning	When this attacks, you may destroy a Lightning Flow you control. If you do, this gets +2{p}.
astral-strike-red	Astral Strike	1	1	5	3	Action	Attack	NotClassed	Lightning	When this attacks, if you've destroyed a Lightning Flow this turn, choose 1; - Draw a card. - This gets +2{p}. - This gets **go again**.
astravolt-elemental-red	Astravolt Elemental	1	0	3	3	Action	Attack	NotClassed	Lightning	When this attacks, you may discard an instant card. If you do, draw a card and create an Embodiment of Lightning token.
aurora-emissary-of-lightning	Aurora, Emissary of Lightning					Hero	Young	Runeblade	Lightning	**Instant** - {r}{r}, {t}, destroy a Lightning Flow you control: Create an Embodiment of Lightning token.
aurora-legacy-of-tempest	Aurora, Legacy of Tempest					Hero		Runeblade	Lightning	**Instant** - {r}{r}, {t}, destroy a Lightning Flow you control: Create an Embodiment of Lightning token.
authority-of-ataya-blue	Authority of Ataya	3				Resource	Gem	Generic		**Legendary** When this is pitched, defense reaction cards cost opponents an additional {r} to play this turn.
back-alley-breakline-red	Back Alley Breakline	1	1	5	2	Action	Attack	Generic		If an activated ability or action card effect puts Back Alley Breakline face up into a zone from your deck, gain 1 action point.
back-alley-breakline-yellow	Back Alley Breakline	2	1	4	2	Action	Attack	Generic		If an activated ability or action card effect puts Back Alley Breakline face up into a zone from your deck, gain 1 action point.
back-alley-breakline-blue	Back Alley Breakline	3	1	3	2	Action	Attack	Generic		If an activated ability or action card effect puts Back Alley Breakline face up into a zone from your deck, gain 1 action point.
balance-of-justice	Balance of Justice				2	Equipment	Head	Generic		**Instant** - Destroy this: Draw a card. Activate this only if an opponent has drawn 2 or more cards this turn. **Guardwell**
ball-lightning-red	Ball Lightning	1	0	3	0	Action	Attack	NotClassed	Lightning	Whenever a Lightning or Elemental action card would deal damage this combat chain, instead it deals that much damage plus 1. **Go again**
ball-lightning-yellow	Ball Lightning	2	0	2	0	Action	Attack	NotClassed	Lightning	Whenever a Lightning or Elemental action card would deal damage this combat chain, instead it deals that much damage plus 1. **Go again**
ball-lightning-blue	Ball Lightning	3	0	1	0	Action	Attack	NotClassed	Lightning	Whenever a Lightning or Elemental action card would deal damage this combat chain, instead it deals that much damage plus 1. **Go again**
bandana-of-the-blue-beyond	Bandana of the Blue Beyond				0	Equipment	Head	Generic		**Action** - Discard a card, destroy this: Put a blue card from your graveyard on the bottom of your deck. **Go again**
barraging-brawnhide-red	Barraging Brawnhide	1	3	7	2	Action	Attack	Generic		While Barraging Brawnhide is defended by less than 2 non-equipment cards, it has +1{p}.
barraging-brawnhide-yellow	Barraging Brawnhide	2	3	6	2	Action	Attack	Generic		While Barraging Brawnhide is defended by less than 2 non-equipment cards, it has +1{p}.
barraging-brawnhide-blue	Barraging Brawnhide	3	3	5	2	Action	Attack	Generic		While Barraging Brawnhide is defended by less than 2 non-equipment cards, it has +1{p}.
base-of-the-mountain	Base of the Mountain					Equipment	Legs	Generic		When this defends, banish any number of action cards from your hand, then add them to the chain link as defending cards. This card's {d} is equal to the number of action cards defending on the active chain link. **Blade Break**
battlefront-bastion-red	Battlefront Bastion	1	3	7	2	Action	Attack	Generic		When this defends alone, prevent the next 1 damage that would be dealt to you this turn.
battlefront-bastion-yellow	Battlefront Bastion	2	3	6	2	Action	Attack	Generic		When this defends alone, prevent the next 1 damage that would be dealt to you this turn.
battlefront-bastion-blue	Battlefront Bastion	3	3	5	2	Action	Attack	Generic		When this defends alone, prevent the next 1 damage that would be dealt to you this turn.
beat-the-same-drum-blue	Beat the Same Drum	3	0		3	Action	NonAttack	Generic		If you've controlled an Agility token this turn, create an Agility token, then repeat for Confidence, Might, Toughness, and Vigor. **Go again**
beckoning-brilliance-red	Beckoning Brilliance	1	0	4	2	Action	Attack	NotClassed	Lightning	When this attacks, the next instant card you play this chain link costs {r} less to play.
beckoning-haunt	Beckoning Haunt				2	Equipment	Arms	Runeblade		**Action** - {x}{x}{r}, destroy this: Return target aura with cost X from your graveyard to your hand. **Guardwell**
belittle-red	Belittle	1	1	3	2	Action	Attack	Generic		As an additional cost to play Belittle, you may reveal an attack action card with 3 or less base {p} from your hand. If you do, search your deck for a card named Minnowism, reveal it, put it into your hand, then shuffle your deck. **Go again**
belittle-yellow	Belittle	2	1	2	2	Action	Attack	Generic		As an additional cost to play Belittle, you may reveal an attack action card with 3 or less base {p} from your hand. If you do, search your deck for a card named Minnowism, reveal it, put it into your hand, then shuffle your deck. **Go again**
belittle-blue	Belittle	3	1	1	2	Action	Attack	Generic		As an additional cost to play Belittle, you may reveal an attack action card with 3 or less base {p} from your hand. If you do, search your deck for a card named Minnowism, reveal it, put it into your hand, then shuffle your deck. **Go again**
bingo-red	Bingo	1	1	5	3	Action	Attack	Generic		When Bingo hits a hero, they reveal a card from their hand. If an attack action card is revealed this way, Bingo gains **go again**. If a 'non-attack' action card is revealed this way, draw a card.
blackstone-greaves	Blackstone Greaves				1	Equipment	Legs	Runeblade		If you've dealt arcane damage this turn, this gets +1{d}. **Temper**
blade-beckoner-boots	Blade Beckoner Boots				1	Equipment	Legs	Generic		This gets +1{d} while defending a weapon attack. **Guardwell**
blade-beckoner-gauntlets	Blade Beckoner Gauntlets				1	Equipment	Arms	Generic		This gets +1{d} while defending a weapon attack. **Guardwell**
blade-beckoner-helm	Blade Beckoner Helm				1	Equipment	Head	Generic		This gets +1{d} while defending a weapon attack. **Guardwell**
blade-beckoner-plating	Blade Beckoner Plating				1	Equipment	Chest	Generic		This gets +1{d} while defending a weapon attack. **Guardwell**
blade-flash-blue	Blade Flash	3	1		2	AttackReaction		Generic		Target sword attack gets **go again**.
blanch-red	Blanch	1	3	7	2	Action	Attack	Generic		When this hits a hero, cards they own lose all colors until the end of their next turn.
blanch-yellow	Blanch	2	3	6	2	Action	Attack	Generic		When this hits a hero, cards they own lose all colors until the end of their next turn.
blanch-blue	Blanch	3	3	5	2	Action	Attack	Generic		When this hits a hero, cards they own lose all colors until the end of their next turn.
blast-to-oblivion-red	Blast to Oblivion	1	0	4	2	Action	Attack	NotClassed	Lightning	When this attacks, the next time you play an instant card this chain link, you may return target aura permanent with cost 1 or less or target aura token to it's owner's hand.
blast-to-oblivion-yellow	Blast to Oblivion	2	0	3	2	Action	Attack	NotClassed	Lightning	When this attacks, the next time you play an instant card this chain link, you may return target aura permanent with cost 1 or less or target aura token to it's owner's hand.
blast-to-oblivion-blue	Blast to Oblivion	3	0	2	2	Action	Attack	NotClassed	Lightning	When this attacks, the next time you play an instant card this chain link, you may return target aura permanent with cost 1 or less or target aura token to it's owner's hand.
blessing-of-occult-red	Blessing of Occult	1	1		2	Action	Aura|NonAttack	Runeblade		At the start of your turn, destroy Blessing of Occult then create 3 Runechant tokens.
blessing-of-occult-yellow	Blessing of Occult	2	1		2	Action	Aura|NonAttack	Runeblade		At the start of your turn, destroy Blessing of Occult then create 2 Runechant tokens.
blessing-of-occult-blue	Blessing of Occult	3	1		2	Action	Aura|NonAttack	Runeblade		At the start of your turn, destroy Blessing of Occult then create a Runechant token.
blink-blue	Blink	3	0			Instant		NotClassed	Lightning	Gain 1 action point.
blitz-kicks	Blitz Kicks				0	Equipment	Legs	NotClassed	Lightning	**Instant** - {r}, destroy this: Create an Embodiment of Lightning token. Activate this only if you've played an instant card this turn. **Arcane Barrier 1**
blood-drop-brocade	Blood Drop Brocade				0	Equipment	Chest	Generic		**Instant** - Destroy Blood Drop Brocade: Gain {r}. Activate this ability only if you have dealt or been dealt {p} damage this turn.
bloodied-oval	Bloodied Oval					Equipment	OffHand	Generic		Bloodied Oval's {d} is equal to the number of opposing heroes with greater {h} than you. **Blade Break**
bloodrot-pox	Bloodrot Pox					Token	Aura	Generic		At the beginning of your end phase, destroy Bloodrot Pox, then it deals 2 damage to you unless you pay {r}{r}{r}.
bloodsheath-skeleta	Bloodsheath Skeleta				2	Equipment	Chest	Runeblade		**Instant** - Destroy this: The next attack action card and non-attack action card you play this turn get "This card costs {r} less to play for each Runechant you control." **Temper**
bloodspill-invocation-red	Bloodspill Invocation	1	1		2	Action	Aura|NonAttack	Runeblade		**Go again** When an attack action card you control hits, destroy Bloodspill Invocation then create 3 Runechant tokens. When your hero is dealt damage, destroy Bloodspill Invocation.
bloodspill-invocation-yellow	Bloodspill Invocation	2	1		2	Action	Aura|NonAttack	Runeblade		**Go again** When an attack action card you control hits, destroy Bloodspill Invocation then create 2 Runechant tokens. When your hero is dealt damage, destroy Bloodspill Invocation.
bloodspill-invocation-blue	Bloodspill Invocation	3	1		2	Action	Aura|NonAttack	Runeblade		**Go again** When an attack action card you control hits, destroy Bloodspill Invocation then create a Runechant token. When your hero is dealt damage, destroy Bloodspill Invocation.
bloodtorn-bodice	Bloodtorn Bodice				0	Equipment	Chest	Runeblade		**Action** - Destroy this and an aura you control: Gain {r}. **Go again**
blossom-of-spring	Blossom of Spring				0	Equipment	Chest	Generic		**Action** - Destroy this: Gain {r}. **Go again**
blow-for-a-blow-red	Blow for a Blow	1	2	4	2	Action	Attack	Generic		When this is played, if you have less {h} than an opposing hero, it gets **go again**. When this hits, deal 1 damage to any target.
bluster-buff-red	Bluster Buff	1	1	6	3	Action	Attack	Generic		When this attacks, it gets -1{p} unless you pay {r}.
boots-of-astral-sanctuary	Boots of Astral Sanctuary				0	Equipment	Legs	Generic		**Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.
boots-of-omnis-ward	Boots of Omnis Ward				1	Equipment	Legs	Generic		If you've been dealt arcane damage this turn, this gets +1{d}. **Instant** - {t} your hero, destroy this: Prevent the next 1 damage that would be dealt to you this turn.
bracers-of-belief	Bracers of Belief				0	Equipment	Arms	Generic		**Action** - Destroy Bracers of Belief: Reveal the top card of your deck. If you do, the next attack action card you play this turn, gains +X{p}, where X is 3 minus the pitch value of the card revealed this way. **Go again**
brandish-red	Brandish	1	1	3	2	Action	Attack	Generic		If Brandish hits, your next weapon attack this turn gains +1{p}. **Go again**
brandish-yellow	Brandish	2	1	2	2	Action	Attack	Generic		If Brandish hits, your next weapon attack this turn gains +1{p}. **Go again**
brandish-blue	Brandish	3	1	1	2	Action	Attack	Generic		If Brandish hits, your next weapon attack this turn gains +1{p}. **Go again**
brothers-in-arms-red	Brothers in Arms	1	2	6	2	Action	Attack	Generic		When this defends, you may pay {r}. If you do, it gets +2{d}.
brothers-in-arms-yellow	Brothers in Arms	2	2	5	2	Action	Attack	Generic		When this defends, you may pay {r}. If you do, it gets +2{d}.
brothers-in-arms-blue	Brothers in Arms	3	2	4	2	Action	Attack	Generic		When this defends, you may pay {r}. If you do, it gets +2{d}.
browbeat-blue	Browbeat	3	0	1	3	Action	Attack	Generic		This gets +1{p} for each card in your hand.
bruised-leather	Bruised Leather				0	Equipment	Chest	Generic		**Instant** - Destroy this: Prevent the next 1 damage that would be dealt to you this turn. Activate this only if you've been dealt damage this turn.
brush-off-red	Brush Off	1	0			Instant		Generic		The next time you would be dealt 3 or less damage this turn, prevent it.
brush-off-yellow	Brush Off	2	0			Instant		Generic		The next time you would be dealt 2 or less damage this turn, prevent it.
brush-off-blue	Brush Off	3	0			Instant		Generic		The next time you would be dealt 1 damage this turn, prevent it.
brutal-assault-red	Brutal Assault	1	2	6	3	Action	Attack	Generic		
brutal-assault-yellow	Brutal Assault	2	2	5	3	Action	Attack	Generic		
brutal-assault-blue	Brutal Assault	3	2	4	3	Action	Attack	Generic		
bunker-beard	Bunker Beard				0	Equipment	Head	Generic		**Defense Reaction** - Destroy this: You may add an action card from your arsenal to the active chain link as a defending card.
burdens-of-the-past-blue	Burdens of the Past	3	0		3	Action	NonAttack	Generic		Until end of turn, target hero can't play defense reaction cards with the same name as a card in their graveyard. If there are 10 or more defense reaction cards in their graveyard, draw a card. **Go again**
burn-up--shock-red	Burn Up // Shock	1	0		3	Action|Instant	NonAttack	Runeblade	Lightning	**Meld** The next time an attack you control hits a hero this turn, deal 4 arcane damage to them. **Go again** // Deal 1 arcane damage to any target.
burnished-bunkerplate	Burnished Bunkerplate				0	Equipment	Chest	Generic		**Defense Reaction** - Destroy this: You may add an action card from your arsenal to the active chain link as a defending card.
cadaverous-contraband-red	Cadaverous Contraband	1	2	6	2	Action	Attack	Generic		If Cadaverous Contraband hits, you may put a 'non-attack' action card from your graveyard on top of your deck.
cadaverous-contraband-yellow	Cadaverous Contraband	2	2	5	2	Action	Attack	Generic		If Cadaverous Contraband hits, you may put a 'non-attack' action card from your graveyard on top of your deck.
cadaverous-contraband-blue	Cadaverous Contraband	3	2	4	2	Action	Attack	Generic		If Cadaverous Contraband hits, you may put a 'non-attack' action card from your graveyard on top of your deck.
call-for-backup-red	Call for Backup	1	3	7	2	Action	Attack	Generic		When this defends, choose 2 attack action cards with different names in your graveyard. An opponent chooses 1 of them. Banish that card and put the other on top of your deck.
call-to-the-grave-blue	Call to the Grave	3	0		2	Action	NonAttack	Generic		Search your deck for a card, put it into your graveyard, then shuffle. **Go again**
calming-breeze-red	Calming Breeze	1	0			Instant		Generic		The next 3 times you would be dealt damage this turn, prevent 1 of that damage.
calmveil-of-volthaven-red	Calmveil of Volthaven	1	2			Instant		NotClassed	Lightning	Prevent the next 3 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Lightning Flow token.
calmveil-of-volthaven-yellow	Calmveil of Volthaven	2	2			Instant		NotClassed	Lightning	Prevent the next 2 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Lightning Flow token.
calmveil-of-volthaven-blue	Calmveil of Volthaven	3	2			Instant		NotClassed	Lightning	Prevent the next 1 damage that would be dealt to you this turn. The first time you prevent damage this way, create a Lightning Flow token.
cap-of-quick-thinking	Cap of Quick Thinking					Equipment	Head	NotClassed	Lightning	**Instant** - Destroy this: If you would be dealt damage by a source an opponent controls this turn, you may discard an instant card to prevent 1 of that damage and draw a card.
captain-of-the-guard-blue	Captain of the Guard	3	3	5	2	Action	Attack	Generic		While this is defending, cards with {p} greater than the attack they are defending get +1{d}.
captains-call-red	Captain's Call	1	0		2	Action	NonAttack	Generic		Choose 1; The next attack action card with cost 2 or less you play this turn gains +2{p}. The next attack action card with cost 2 or less you play this turn gains **go again**. **Go again**
captains-call-yellow	Captain's Call	2	0		2	Action	NonAttack	Generic		Choose 1; The next attack action card with cost 1 or less you play this turn gains +2{p}. The next attack action card with cost 1 or less you play this turn gains **go again**. **Go again**
captains-call-blue	Captain's Call	3	0		2	Action	NonAttack	Generic		Choose 1; The next attack action card with cost 0 you play this turn gains +2{p}. The next attack action card with cost 0 you play this turn gains **go again**. **Go again**
captains-coat	Captain's Coat				0	Equipment	Chest	Generic		**Action** - Destroy this: Gain {r}. Activate this only if you've drawn a card this turn. **Go again**
caress-of-the-reaper-red	Caress of the Reaper	1	1	5	3	Action	Attack	Runeblade		Whenever this deals damage to a hero, destroy target aura they control.
cash-in-yellow	Cash In	2	4		2	Action	NonAttack	Generic		You may destroy 4 Coppers, 2 Silvers, or 1 Gold you control rather than pay Cash In's {r} cost. Draw 2 cards. **Go again**
cash-out-blue	Cash Out	3	0		2	Action	NonAttack	Generic		As an additional cost to play Cash Out, you may destroy any number of weapons, equipment and/or non-token items you control. Create a Silver token for each permanent destroyed this way. **Go again**
censor-red	Censor	1	1	5	3	Action	Attack	Generic		When this hits a hero, name a card. They can't play the named card until the end of their next turn.
chains-of-eminence-red	Chains of Eminence	1	0		2	Action	Aura|NonAttack	Generic		**Go again** When Chains of Eminence enters the arena, name a card. The named card can't be pitched, played or used to defend while Chains of Eminence is in the arena. At the beginning of your action phase, destroy Chains of Eminence
channel-lightning-valley-yellow	Channel Lightning Valley	2	0			Instant	Aura	NotClassed	Lightning	The first time you deal damage to an opposing hero each turn, draw a card. **Channel Lightning** - At the beginning of your end phase, put a flow counter on this, then destroy it unless you put a Lightning card from your pitch zone on the bottom of your deck for each flow counter on it.
channel-thunder-steppe-yellow	Channel Thunder Steppe	2	1		3	Action	Aura|NonAttack	NotClassed	Lightning	**Go again** Whenever you play an action card, you may pay {r}. If you do, it gains **go again**. **Channel Lightning** - At the beginning of your end phase, put a flow counter on Channel Thunder Steppe then destroy it unless you put a Lightning card from your pitch zone on the bottom of your deck for each flow counter on it.
chest-puff-red	Chest Puff	1	2	7	3	Action	Attack	Generic		When this attacks, it gets -1{p} unless you pay {r}.
chromatic-refinement-red	Chromatic Refinement	1	0			Instant	Aura	NotClassed	Lightning	At the beginning of your action phase, destroy this, then the next red card you play this turn costs {r} less to play. The first time that card would deal damage this turn, instead it deals that much plus 1.
chromatic-refinement-yellow	Chromatic Refinement	2	0			Instant	Aura	NotClassed	Lightning	At the beginning of your action phase, destroy this, then the next yellow card you play this turn costs {r} less to play. The first time that card would deal damage this turn, instead it deals that much plus 1.
chromatic-refinement-blue	Chromatic Refinement	3	0			Instant	Aura	NotClassed	Lightning	At the beginning of your action phase, destroy this, then the next blue card you play this turn costs {r} less to play. The first time that card would deal damage this turn, instead it deals that much plus 1.
clap-em-in-irons-blue	Clap 'Em in Irons	3	0			Action	Item|NonAttack	Generic		**Go again** When this enters the arena, {t} target Pirate hero or ally. It can't {u} while this is in the arena. At the start of your turn, destroy this.
clarity-potion-blue	Clarity Potion	3	0			Action	Item|NonAttack	Generic		**Instant** - Destroy Clarity Potion: **Opt 2**
clearwater-elixir-red	Clearwater Elixir	1	1		3	Action	NonAttack	Generic		Your next attack this turn gets +3{p}. You may destroy a Bloodrot Pox token you control. If you do, gain 1{h}. **Go again**
cloud-cover-red	Cloud Cover	1	0			Instant		NotClassed	Lightning	The next time you would be dealt damage this turn, prevent 3 of that damage.
cloud-cover-yellow	Cloud Cover	2	0			Instant		NotClassed	Lightning	The next time you would be dealt damage this turn, prevent 2 of that damage.
cloud-cover-blue	Cloud Cover	3	0			Instant		NotClassed	Lightning	The next time you would be dealt damage this turn, prevent 1 of that damage.
coax-a-commotion-red	Coax a Commotion	1	0	4	2	Action	Attack	Generic		When this hits, choose any number: - Each hero creates a Quicken token. - Each hero draws a card. - Each hero gains 1{h}.
come-to-fight-red	Come to Fight	1	1		3	Action	NonAttack	Generic		The next attack action card you play this turn gains +3{p}. **Go again**
come-to-fight-yellow	Come to Fight	2	1		3	Action	NonAttack	Generic		The next attack action card you play this turn gains +2{p}. **Go again**
come-to-fight-blue	Come to Fight	3	1		3	Action	NonAttack	Generic		The next attack action card you play this turn gains +1{p}. **Go again**
command-and-conquer-red	Command and Conquer	1	2	6	3	Action	Attack	Generic		Defense reaction cards can't be played this chain link. When this hits a hero, destroy all cards in their arsenal.
condemn-to-slaughter-red	Condemn to Slaughter	1	1		3	Action	NonAttack	Runeblade		Your next Runeblade attack this turn gets +3{p}. You may destroy an aura you control. If you do, each opponent destroys an aura permanent they control. **Go again**
condemn-to-slaughter-yellow	Condemn to Slaughter	2	1		3	Action	NonAttack	Runeblade		Your next Runeblade attack this turn gets +2{p}. You may destroy an aura you control. If you do, each opponent destroys an aura permanent they control. **Go again**
condemn-to-slaughter-blue	Condemn to Slaughter	3	1		3	Action	NonAttack	Runeblade		Your next Runeblade attack this turn gets +1{p}. You may destroy an aura you control. If you do, each opponent destroys an aura permanent they control. **Go again**
confidence	Confidence					Token	Aura	Generic		At the start of your turn, destroy this, then the next attack card you play this turn can't be defended by more than 2 non-block cards.
conflicting-thoughts-red	Conflicting Thoughts	1	0	4	3	Action	Attack	Generic		When this attacks, **opt 1**.
conflicting-thoughts-yellow	Conflicting Thoughts	2	0	3	3	Action	Attack	Generic		When this attacks, **opt 1**.
conflicting-thoughts-blue	Conflicting Thoughts	3	0	2	3	Action	Attack	Generic		When this attacks, **opt 1**.
confront-adversity	Confront Adversity				2	Equipment	Chest	Generic		This may only defend an attack if the attack's controller has destroyed a Vigor token this turn. **Blade Break**
